eval_item_id,matched_train_id,exact_matched_train_id,normalized_matched_train_id,long_substring_matched_train_id,substring_matched_train_id,source_work_identity,category,comparison_scope,train_exact_match,train_normalized_exact_match,train_long_substring_match,train_short_substring_match,train_near_match,max_similarity,method,threshold,status,work_overlap
sha256:f1a4dd3d8385f387505b7126a44f492f5f1a45d7ef0cbd2ea25f79f252b194b9,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:06a4df42ffbfc4985d47b840f579a24bc982e42a6cd621f6182251436263e56c,web_novel,lm_train_30m,False,False,False,False,False,0.1337914308811641,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:103c0afc9098f7cf259d9e50fb93743e4e68254a0da7d68fbb1b7c19faed3abe,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:0c63b026669b8047c2f318609417a9a99ac6dca1dd8eebad0a601ad033b9b606,web_novel,lm_train_30m,False,False,False,False,False,0.07096774193548387,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:3f4ba78a1171161403b3cbb09d95e1dea221625ddf2e43b3c8b065bd7ac51ded,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:23f479135c3676d65662d8ef072eaf8dcc8516e02717182b4fc31717ddce4dc6,web_novel,lm_train_30m,False,False,False,False,False,0.08463251670378619,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:8e4e1db20d168620910a9e3d4fa3aaa38f927f2e6149744dcdcfa13fb070dc88,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:29ae7e7cfa11fa7ade7fd1d25c6849ad33849025f2edfb6cc57d21002d20ed41,web_novel,lm_train_30m,False,False,False,False,False,0.1282608695652174,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:2c2b0b8ce1ae9a2a54a0a0e40d55a4b60824feafc6219f1ae9becb7662a4a594,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:0f47b680f0317e4bef5b8cd3781716f4c6518cccd77184c1bc089d22e20d45cf,web_novel,lm_train_30m,False,False,False,False,False,0.1670810542018896,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:7d69fda4d5aefa0c2c001bb9c19877f928665feb39ad3a0d90ce397616cc8563,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:01f375733bba91d0f346c4d23209d821644c8a6852eb94d31d0fec1ab0b77404,web_novel,lm_train_30m,False,False,False,False,False,0.13971176941553243,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:49f35cf10ddbe380f8a3d0bd54114026848eecbaf2f0a0d955a936d7e87e8fe4,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:1dd3ec8259eaad769afa44da59cceeac31f7b15cc2a91003a81c2df73cddd87d,web_novel,lm_train_30m,False,False,False,False,False,0.147588611272516,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:1b58a7d8a1d46d7a0bb50141ceb5ad1208d91e6c010dcdb561fd4c132ba7efc6,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:1907b91500641d83037c5574314dec459c97386c6da6922991bcf45ed671f43a,web_novel,lm_train_30m,False,False,False,False,False,0.0947053717812711,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:10c9d281d55a5f467f5ca49257c1039b70892f47fe8942bd6ce0657c3df83fca,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:1ea28a8c4dc0b808f6783c3260a2f6fadda894efc0814e05a0fcb0ce63e90614,web_novel,lm_train_30m,False,False,False,False,False,0.04743499648629656,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:4426e7a78d469f47e9c1706e743a74f2b40fb3aef7f3d0c5e0364262a53e8309,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:49eb699dc10136aeb82bc51bb52fdc4f480ed472e6bba05bc9fdc7a685c9688d,web_novel,lm_train_30m,False,False,False,False,False,0.11551888289431926,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:b700abe8774a85a85832e2822abdc8d28e8ebe2b4dbeca3eabe1f359289e5a2c,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:079d0e0f98cf850b9c04c9749da31f2235f0fe4d8f3bbf53665eec8752719bb7,web_novel,lm_train_30m,False,False,False,False,False,0.12425828970331589,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:3604eb7b87991f7c0c2840f3ff77059360ae121d34618ebea4fd3ba9ded85346,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:0de2519bd3d53629f3231d2f61fabd812e5969b858871c05f2e074fe1502ffa1,web_novel,lm_train_30m,False,False,False,False,False,0.1347008547008547,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:49e1328ac8da38b345f86f9742616881204da2c1795821bf55cd3980ab8727a1,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:1c19aee72a3254c8eabbed2cf982e1682df98760b28c8de3462fed9c848aaa8c,web_novel,lm_train_30m,False,False,False,False,False,0.15255530129672007,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:a45753087441ae63b30212f692497416a0bea3ffd0817484d3c60ac49bc41da9,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:1e3f21b6fc090a0f665df5cde90b2f2a7fba89c54bee4e266ec5a12b705b05c0,web_novel,lm_train_30m,False,False,False,False,False,0.12075471698113208,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:3001f7f740e2040ed87a91acbf7f283cbb6fe7d3c90f376a8c7348f525c1e8e4,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,,,sha256:425628bb2ae394ba0724f844b89c07516f160555ec3e0e0100bc3e49fbd12eea,web_novel,lm_train_30m,False,False,False,False,False,0.06886607451839889,directional unique character 5-gram containment in one train record,0.8,no_detected_text_match_work_unknown,unknown
sha256:f3cd4b14adbc35d22e9dcb0e5b08b948a49369c8050b62e992e3eb436d289a72,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:3dca82e280566ed4728d636916a3c73bd3915a8458f020f1ef7d3f04b3a9607e,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.20678296937904111,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:9aa99d320dc9d6b0e3f201e3e67cd403b957aacd15402518ab3f7aa4ac23f2e2,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:5c157346163caba46f30f1fa9bc3e4eb70b32be9bf78191c7acbdf690d9f92a2,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.0805024490440828,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:2112e6569a5fdcb96e17269dbb37ef447c7158def7e2dfdd24f75af5e8a68f3c,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:17dd29965137f16ce5e88f994a0034057eec69f86c818e6413b645637a3c5f15,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.10219400233737756,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:e760b3ebcf07d2b23003954d04ae8bb6dd781b9c39ffae6b214d12a843c68afb,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:8b95b7592aa78864beed1f7e9004e22ceec5f54bb7d95a857fdd3a01dabdf3ac,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.2175609756097561,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:076fa8a2154d327454d98599e6b0608d4e9e5899697551e0527d770b793184fc,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:a9b08df74da1d8d09050531de2b8949be2fad17c7db62ec4e3058065ae34dfa9,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.11334037310806054,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:ccbb086ae397e12bd7939fb075e07a8f762e188ade1e7d90cd03e5ee75a88340,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:fb8b623255ee200c5ed0b252891a1a4d88eb8e31a4c599734b565406d039bc0e,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.1609325486645541,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:b793ab37232a506f80165bc80fa387597f6bd0ef675ad8d83ef2fe08c9c06156,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:a222d1b1d6987aa01dc89f4b5071a40645d9616170e84b641a41f94214575cec,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.20067944673622906,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:a0a0706cb1f0962f189b9a394bda36a861d4eb2cc4ea854b69fb348910ba74e0,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:90467526adc9a25089eb4b3b45bb9ea8fa303e4dc39357534a945ee3c0fe036f,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.2512178148921364,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:4b046eb3c310b9f96f7e4e9e822b3b007d9dff0892dbfa6ba8e891bbe05ecf26,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:e2781408407dcff0da290a034e6a536199a8850530cbbd616cf08edab6e12691,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.16172718351324827,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:f8e76067d269adf37bc48ae9dd915cd454ffd050b8cd15c0224ee1381eb6923d,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:7a5078db560e88bcd5f45ef06576b659a2673f1b68e9a22394e3b377f6507a21,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.16900123436913003,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:242b1b8413bd2cbaeb67ee16686343e624dd283905894e38445b01a71dca77f2,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:c681d32b92f32db442184024a442d5ee7ac42bc27ec336b31c5b58fe10efb05f,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.07508620689655172,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:efe164996b8094e00f07261c761acf3e24ca17ed8c968a832f0b9eb05a526c6f,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:e8b9baf3b56583387b5f20e762daf82830fcfe110f3818cc3048b9c082a0e1cf,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.18272218769422002,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:8b8ba0d89ce0f25cedadb0e4d68bdfeb60885e58d7431b584aef075e596322a3,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:2b5915751882883cfa1c777cd7fd98dc3d6aa64406804e1cd4960b1c3b604eed,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.17076107899807322,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:e95d321d44944a1705d8afbb3c1bd48de894f1c67512aa06637c92c421501a29,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:0a878ffd255abbdc3499638842649ecd294f000324db62c509af48ca18e31046,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.18508412914961347,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:194ad3f05614ee0982833977ff06bb6f011258418fff49dd0c0bc5f45261d2f9,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:76b2e2bbf1a727684cd5bd2241048e76e210d94415e1dd1837e65a1f841e10ee,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.17118777982617855,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:de4e1928fd427c1a35f3d38b7dee7d8fa8772e57327ec7de913fd1497bf2c0c4,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:fb0251ebff564ec0c8edc6e47bee650a28d6ad4c61ffc84ca1bab39acad83f08,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.2159637701669969,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:4266074afe0473aa745cb513fec743832c1356197086a56680195372ec24a799,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:5009972edbb95e6082631576a6662499e040082cb6d1bc59490c8cc4d866c9ff,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.09497645211930926,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:9f7b35ad5ccb34e8e740dfcaf1dfeeeebcfeac8d291d516eb494fe56e7499efb,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:51d1dbad5564a6ac73aa972645dd48b0ee4cda6dd6b5f3ed1534e50eb97392a1,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.15963698093496997,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:4f743f883ca5cb76fd77272359a75c9ee37178cd99d934db6b402aa7f211bfb2,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:fb617a04cd6cad14b6de25936ddaec079b2560b30a00e27d15e75e94b09c2a2b,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.19442187923097753,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:3795d09463c0c8bd1b8e070d0d48f0f2482067ab10b06eaab30ad4e194136471,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:45d7bf21604abb78c6b715f4c4e05df2f5a0550f2289a4af2b67b576ba5743a2,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.13375486381322957,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:393727c310058a7ff9cef378179a77e8a88e4e11f8ae6ea04b59d2f03f59d334,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:49e7a33577a97bb8e2dfd05eb387dd803e03bae1d33c8c2cf449b85fcb8056c3,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.2742960944595822,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:e4a282ab89419d09b3b2e20188ba6de9a834329579987700b7a2e77e448ecd95,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:536431708b6cdc042ba865149191cbf45fc957742b69d2cabc10ac4f29e01836,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.15379671019955007,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:3dd9d0dc8abba89e0acf981c6426bae18146a0b36557fb6e0568f58328d18e83,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:96dac69fb4c5d7a82145e53fd741e1a299a2752a121e3166bd76c49ad3450857,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.17184166864185826,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:c3b338aa0be90f1034178b49281934ac6c3715ac39028add5547b62585655964,sha256:f6d5f074f30d41dac36c8201ca57bf890341641a7f2b2b6eaf6bd9c5c656f648,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:2daccf68901c25947e3941b5c290a4b2d1446a0d2c82b2cf3aea3438b1f551cf,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.22260569456427956,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:13f91878c678b3808c30b762eccf53f9252a365631d11af51da44bdc3b5eb5b9,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:f49898ed46aa0b9014a2037adedf22c4f0984e76e46ddc0479289ae3a0c25b94,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.13603973223925717,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:4b8c6f241f5ae93dc1255139b57b7295b124cc485d346fcb49486a99069e27dc,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:36ecc53704bd7ddc38d040f0631399100dde3a755967ff0df723ca2a30b4b640,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.2502628811777077,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:25ad76b8df2b58c06c8a0ee5bf65609018139f1c71508fadc6ad4ce27f0e7e6f,sha256:8e1ff79bccf3bb03167314f82e8f969c0348c59ddcf1ef46aca232874189c5bd,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:27eb1dec0341231c562a2dd1106b749797127537a5c6554003aefd45ccbaf167,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.6603260869565217,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:d1075b5aa132f53d5f9bb5d458718ea6ce4f9ee957e76ad760ce32f34ea8a825,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:b61b0694632f57e04e0e7643d21f13d3941e7d41f1b47773613896055b4dfdba,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.11822981164048751,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:e4ebcb124aa675e060ad04dde32d47cc2b090b75f1879d4a13b99dfdbdcdabf9,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:47f2b7dc07523520dd508b74ba4c2c3d6be84f197cae8af24bb4f8f6b07ab8fd,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.24712254570074474,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:5906d23b8a50de4d267f55845f6e9c799d303ad4a51d2b415fdd7582142b0d16,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:71e8b0e832fbd2c4dafae7be4105cac5cf8f7c5c2f0b8b5261c56c8e93a634d5,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.1568990042674253,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
sha256:74947abaf4be05dbd09d2c1eb9d71630cd8e66096cc238209b79086775962973,sha256:5e82397c809a1eae916b7c674d904f2b3d339b661b896a7dcecb14da9f8e6df3,,,sha256:f000d4db6f939f1e4fddf9642fd49f1588d5e979c9ca2a79227f6868d072b4ef,,sha256:9065499f9890929c7d420c0b17246be742ab522d15212a0253058bf6a0449a29,aozora_shin_shin,lm_train_30m,False,False,True,False,False,0.1957881567973311,directional unique character 5-gram containment in one train record,0.8,match_detected,unknown
